paragraph_key,chapter,paragraph_id,quote,characters_involved,clue_category,semantic_score,scene_cluster
3:59,3,59,"That discreet lady being indeed heard without, inquiring of nobody in a blandly conversational tone as she advances: “Eh? Are you quite sure you saw my mother-of-pearl button-holder on the work-table in my room?” is at once solicited for walking leave, and graciously accords it. And soon the young couple go out of the Nuns’ House, taking all precautions against the discovery of the so vitally defective boots of Mr. Edwin Drood: precautions, let us hope, effective for the peace of Mrs. Edwin Drood that is to be.",Edwin Drood,survival_and_disguise,0.3972,5
8:40,8,40,"“If I were to try my hand,” says Edwin, with a boyish boastfulness getting up in him, “on a portrait of Miss Landless—in earnest, mind you; in earnest—you should see what I could do!”",Edwin Drood,survival_and_disguise,0.3967,5
8:27,8,27,"“None at all, Mr. Jasper.” Still, not quite so frankly or so freely; or, be it said once again, not quite so carelessly perhaps.",John Jasper,opium_and_double_life,0.3951,4
11:81,11,81,"Edwin bit his lip again, and still sat looking at the fire.",Edwin Drood,survival_and_disguise,0.3949,0
18:55,18,55,"As Mr. Datchery, when he had made his acknowledgments to Mr. Jasper, could not be induced to go out of the room before the Worshipful, the Worshipful led the way down-stairs; Mr. Datchery following with his hat under his arm, and his shock of white hair streaming in the evening breeze.",John Jasper; Dick Datchery,survival_and_disguise,0.3935,4
8:17,8,17,"By this time they had both become savage; Mr. Neville out in the open; Edwin Drood under the transparent cover of a popular tune, and a stop now and then to pretend to admire picturesque effects in the moonlight before him.",Edwin Drood; Neville Landless,survival_and_disguise,0.3928,5
11:27,11,27,"“He seems to have his own way, sir,” remarked Edwin.",Edwin Drood,survival_and_disguise,0.3882,5
9:6,9,6,Miss Landless’s brother had thrown a bottle at Mr. Edwin Drood.,Edwin Drood,survival_and_disguise,0.3875,5
16:20,16,20,"“When I had, and could have, no suspicion,” pursued Jasper, eagerly following the new track, “that the dear lost boy had withheld anything from me—most of all, such a leading matter as this—what gleam of light was there for me in the whole black sky? When I supposed that his intended wife was here, and his marriage close at hand, how could I entertain the possibility of his voluntarily leaving this place, in a manner that would be so unaccountable, capricious, and cruel? But now that I know what you have told me, is there no little chink through which day pierces? Supposing him to have disappeared of his own act, is not his disappearance more accountable and less cruel? The fact of his havin",John Jasper,survival_and_disguise,0.3866,0
10:15,10,15,"“But for Mr. Jasper’s well-bred consideration in coming up to me, next day, after service, in the Nave itself, with his gown still on, and expressing his hope that I had not been greatly alarmed or had my rest violently broken, I believe I might never have heard of that disgraceful transaction,” said the old lady.",John Jasper,opium_and_double_life,0.3865,4
10:94,10,94,"“I will do it,” repeated Jasper, “for the comfort of having your guarantee against my vague and unfounded fears. You will laugh—but do you keep a Diary?”",John Jasper,opium_and_double_life,0.3863,4
16:32,16,32,"However, here was a model before him. He hesitated no longer. Addressing Mr. Grewgious, as one placed in authority by the revelation he had brought to bear on the mystery (and surpassingly Angular Mr. Grewgious became when he found himself in that unexpected position), Mr. Crisparkle bore his testimony to Mr. Jasper’s strict sense of justice, and, expressing his absolute confidence in the complete clearance of his pupil from the least taint of suspicion, sooner or later, avowed that his confidence in that young gentleman had been formed, in spite of his confidential knowledge that his temper was of the hottest and fiercest, and that it was directly incensed against Mr. Jasper’s nephew, by th",John Jasper; Mr. Crisparkle,opium_and_double_life,0.3832,3
18:38,18,38,Mr. Jasper could answer for that without the slightest hesitation.,John Jasper,opium_and_double_life,0.3831,4
8:30,8,30,"Mr. Jasper, still walking in the centre, hand to shoulder on either side, beautifully turns the Refrain of a drinking song, and they all go up to his rooms. There, the first object visible, when he adds the light of a lamp to that of the fire, is the portrait over the chimneypiece. It is not an object calculated to improve the understanding between the two young men, as rather awkwardly reviving the subject of their difference. Accordingly, they both glance at it consciously, but say nothing. Jasper, however (who would appear from his conduct to have gained but an imperfect clue to the cause of their late high words), directly calls attention to it.",John Jasper,opium_and_double_life,0.3819,4
16:28,16,28,"“I stated to Mr. Sapsea, when we waited on him,” said Jasper: as he really had done: “that there was no quarrel or difference between the two young men at their last meeting. We all know that their first meeting was unfortunately very far from amicable; but all went smoothly and quietly when they were last together at my house. My dear boy was not in his usual spirits; he was depressed—I noticed that—and I am bound henceforth to dwell upon the circumstance the more, now that I know there was a special reason for his being depressed: a reason, moreover, which may possibly have induced him to absent himself.”",John Jasper,opium_and_double_life,0.3783,7
4:26,4,26,Mr. Jasper appears to commit this original idea to memory.,John Jasper,opium_and_double_life,0.3758,4
16:62,16,62,"It was not until then that John Jasper silently resumed his place in the choir. Haggard and red-eyed, his hopes plainly had deserted him, his sanguine mood was gone, and all his worst misgivings had come back. A day or two afterwards, while unrobing, he took his Diary from a pocket of his coat, turned the leaves, and with an impressive look, and without one spoken word, handed this entry to Mr. Crisparkle to read:",John Jasper; Mr. Crisparkle,opium_and_double_life,0.3754,1
16:11,16,11,"Jasper both ate and drank almost voraciously. Combined with the hurry in his mode of doing it, was an evident indifference to the taste of what he took, suggesting that he ate and drank to fortify himself against any other failure of the spirits, far more than to gratify his palate. Mr. Grewgious in the meantime sat upright, with no expression in his face, and a hard kind of imperturbably polite protest all over him: as though he would have said, in reply to some invitation to discourse; “I couldn’t originate the faintest approach to an observation on any subject whatever, I thank you.”",John Jasper,opium_and_double_life,0.3727,3
10:16,10,16,"“To be candid, Ma, I think I should have kept it from you if I could: though I had not decidedly made up my mind. I was following Jasper out, to confer with him on the subject, and to consider the expediency of his and my jointly hushing the thing up on all accounts, when I found him speaking to you. Then it was too late.”",John Jasper,opium_and_double_life,0.3657,0
16:30,16,30,"“_I_ pray to Heaven it may turn out so!” repeated Jasper. “You know—and Mr. Grewgious should now know likewise—that I took a great prepossession against Mr. Neville Landless, arising out of his furious conduct on that first occasion. You know that I came to you, extremely apprehensive, on my dear boy’s behalf, of his mad violence. You know that I even entered in my Diary, and showed the entry to you, that I had dark forebodings against him. Mr. Grewgious ought to be possessed of the whole case. He shall not, through any suppression of mine, be informed of a part of it, and kept in ignorance of another part of it. I wish him to be good enough to understand that the communication he has made t",John Jasper; Neville Landless,opium_and_double_life,0.3652,7
10:79,10,79,"“It is only I, Jasper. I am sorry to have disturbed you.”",John Jasper,opium_and_double_life,0.3622,4
5:54,5,54,"John Jasper returns by another way to his gatehouse, and entering softly with his key, finds his fire still burning. He takes from a locked press a peculiar-looking pipe, which he fills—but not with tobacco—and, having adjusted the contents of the bowl, very carefully, with a little instrument, ascends an inner staircase of only a few steps, leading to two rooms. One of these is his own sleeping chamber: the other is his nephew’s. There is a light in each.",John Jasper,opium_and_double_life,0.3563,4
14:92,14,92,"“A man leading a monotonous life,” Jasper proceeds, “and getting his nerves, or his stomach, out of order, dwells upon an idea until it loses its proportions. That was my case with the idea in question. So I shall burn the evidence of my case, when the book is full, and begin the next volume with a clearer vision.”",John Jasper,opium_and_double_life,0.356,0
23:5,23,5,"Drowsy Cloisterham, whenever it awoke to a passing reconsideration of a story above six months old and dismissed by the bench of magistrates, was pretty equally divided in opinion whether John Jasper’s beloved nephew had been killed by his treacherously passionate rival, or in an open struggle; or had, for his own purposes, spirited himself away. It then lifted up its head, to notice that the bereaved Jasper was still ever devoted to discovery and revenge; and then dozed off again. This was the condition of matters, all round, at the period to which the present history has now attained.",John Jasper,opium_and_double_life,0.3558,4
4:35,4,35,"Mr. Jasper complying, sees and reads as follows:",John Jasper,opium_and_double_life,0.3526,4
2:35,2,35,"With the check upon him of being unsympathetically restrained in a genial outburst of enthusiasm, Mr. Jasper stands still, and looks on intently at the young fellow, divesting himself of his outward coat, hat, gloves, and so forth. Once for all, a look of intentness and intensity—a look of hungry, exacting, watchful, and yet devoted affection—is always, now and ever afterwards, on the Jasper face whenever the Jasper face is addressed in this direction. And whenever it is so addressed, it is never, on this occasion or on any other, dividedly addressed; it is always concentrated.",John Jasper,opium_and_double_life,0.3521,4
12:49,12,49,"“Those two are only sauntering,” Jasper whispers; “they will go out into the moonlight soon. Let us keep quiet here, or they will detain us, or want to join us, or what not.”",John Jasper,opium_and_double_life,0.3517,4
5:32,5,32,"Without any endeavour to correct the literality of this opinion, Jasper surveys his companion—covered from head to foot with old mortar, lime, and stone grit—as though he, Jasper, were getting imbued with a romantic interest in his weird life.",John Jasper,opium_and_double_life,0.35,4
1:10,1,10,"“What visions can _she_ have?” the waking man muses, as he turns her face towards him, and stands looking down at it. “Visions of many butchers’ shops, and public-houses, and much credit? Of an increase of hideous customers, and this horrible bedstead set upright again, and this horrible court swept clean? What can she rise to, under any quantity of opium, higher than that!—Eh?”",,means_and_opportunity,0.3365,0
2:74,2,74,"“I have been taking opium for a pain—an agony—that sometimes overcomes me. The effects of the medicine steal over me like a blight or a cloud, and pass. You see them in the act of passing; they will be gone directly. They will go all the sooner.”",,means_and_opportunity,0.3166,0
16:63,16,63,"“My dear boy is murdered. The discovery of the watch and shirt-pin convinces me that he was murdered that night, and that his jewellery was taken from him to prevent identification by its means. All the delusive hopes I had founded on his separation from his betrothed wife, I give to the winds. They perish before this fatal discovery. I now swear, and record the oath on this page, That I nevermore will discuss this mystery with any human creature until I hold the clue to it in my hand. That I never will relax in my secrecy or in my search. That I will fasten the crime of the murder of my dear dead boy upon the murderer. And, That I devote myself to his destruction.”",,means_and_opportunity,0.3139,0
4:58,4,58,"The key proffered him by the bereaved widower being a large one, he slips his two-foot rule into a side-pocket of his flannel trousers made for it, and deliberately opens his flannel coat, and opens the mouth of a large breast-pocket within it before taking the key to place it in that repository.",,means_and_opportunity,0.302,0
1:14,1,14,"Slowly loosening his grasp as he listens to the incoherent jargon with an attentive frown, he turns to the Lascar and fairly drags him forth upon the floor. As he falls, the Lascar starts into a half-risen attitude, glares with his eyes, lashes about him fiercely with his arms, and draws a phantom knife. It then becomes apparent that the woman has taken possession of this knife, for safety’s sake; for, she too starting up, and restraining and expostulating with him, the knife is visible in her dress, not in his, when they drowsily drop back, side by side.",,means_and_opportunity,0.2964,0
1:2,1,2,"Shaking from head to foot, the man whose scattered consciousness has thus fantastically pieced itself together, at length rises, supports his trembling frame upon his arms, and looks around. He is in the meanest and closest of small rooms. Through the ragged window-curtain, the light of early day steals in from a miserable court. He lies, dressed, across a large unseemly bed, upon a bedstead that has indeed given way under the weight upon it. Lying, also dressed and also across the bed, not longwise, are a Chinaman, a Lascar, and a haggard woman. The two first are in a sleep or stupor; the last is blowing at a kind of pipe, to kindle it. And as she blows, and shading it with her lean hand, c",,means_and_opportunity,0.2962,0
20:58,20,58,"If I was under sentence of decapitation, and was about to be instantly decapitated, and an express arrived with a pardon for the condemned convict Grewgious if he wrote a play, I should be under the necessity of resuming the block, and begging the executioner to proceed to extremities,—meaning,” said Mr. Grewgious, passing his hand under his chin, “the singular number, and this extremity.”",,means_and_opportunity,0.2952,3
16:46,16,46,"These dropping shots from the blunderbusses of blunderheadedness might not have hit him in a vital place. But he had to stand against a trained and well-directed fire of arms of precision too. He had notoriously threatened the lost young man, and had, according to the showing of his own faithful friend and tutor who strove so hard for him, a cause of bitter animosity (created by himself, and stated by himself), against that ill-starred fellow. He had armed himself with an offensive weapon for the fatal night, and he had gone off early in the morning, after making preparations for departure. He had been found with traces of blood on him; truly, they might have been wholly caused as he represe",Edwin Drood; John Jasper; Mr. Crisparkle,means_and_opportunity,0.2885,0
5:50,5,50,"The semblance of an inn is attempted to be given to this wretched place by fragments of conventional red curtaining in the windows, which rags are made muddily transparent in the night-season by feeble lights of rush or cotton dip burning dully in the close air of the inside. As Durdles and Jasper come near, they are addressed by an inscribed paper lantern over the door, setting forth the purport of the house. They are also addressed by some half-dozen other hideous small boys—whether twopenny lodgers or followers or hangers-on of such, who knows!—who, as if attracted by some carrion-scent of Deputy in the air, start into the moonlight, as vultures might gather in the desert, and instantly f",John Jasper; Durdles,means_and_opportunity,0.281,0
1:7,1,7,"“O me, O me, my lungs is weak, my lungs is bad! It’s nearly ready for ye, deary. Ah, poor me, poor me, my poor hand shakes like to drop off! I see ye coming-to, and I ses to my poor self, ‘I’ll have another ready for him, and he’ll bear in mind the market price of opium, and pay according.’ O my poor head! I makes my pipes of old penny ink-bottles, ye see, deary—this is one—and I fits-in a mouthpiece, this way, and I takes my mixter out of this thimble with this little horn spoon; and so I fills, deary. I got Heavens-hard drunk for sixteen year afore I took to this; but this don’t hurt me, not to speak of. And it takes away the hunger as well as wittles, deary.”",,means_and_opportunity,0.2799,0
11:7,11,7,"Many accounts and account-books, many files of correspondence, and several strong boxes, garnished Mr. Grewgious’s room. They can scarcely be represented as having lumbered it, so conscientious and precise was their orderly arrangement. The apprehension of dying suddenly, and leaving one fact or one figure with any incompleteness or obscurity attaching to it, would have stretched Mr. Grewgious stone-dead any day. The largest fidelity to a trust was the life-blood of the man. There are sorts of life-blood that course more quickly, more gaily, more attractively; but there is no better sort in circulation.",,means_and_opportunity,0.2793,3
17:21,17,21,"“The Commandments say, no murder. NO murder, sir!” proceeded Mr. Honeythunder, platformally pausing as if he took Mr. Crisparkle to task for having distinctly asserted that they said: You may do a little murder, and then leave off.",Mr. Crisparkle,means_and_opportunity,0.2768,1
11:95,11,95,"“Your placing it on her finger,” said Mr. Grewgious, “will be the solemn seal upon your strict fidelity to the living and the dead. You are going to her, to make the last irrevocable preparations for your marriage.",,means_and_opportunity,0.2688,3
6:5,6,5,"“Break the pier-glass, or burst a blood-vessel.”",,means_and_opportunity,0.2635,0
12:55,12,55,"Among those secluded nooks there is very little stir or movement after dark. There is little enough in the high tide of the day, but there is next to none at night. Besides that the cheerfully frequented High Street lies nearly parallel to the spot (the old Cathedral rising between the two), and is the natural channel in which the Cloisterham traffic flows, a certain awful hush pervades the ancient pile, the cloisters, and the churchyard, after dark, which not many people care to encounter. Ask the first hundred citizens of Cloisterham, met at random in the streets at noon, if they believed in Ghosts, they would tell you no; but put them to choose at night between these eerie Precincts and t",John Jasper; Durdles,means_and_opportunity,0.2614,4
23:82,23,82,"Accordingly, that same evening the poor soul stands in Cloisterham High Street, looking at the many quaint gables of the Nuns’ House, and getting through the time as she best can until nine o’clock; at which hour she has reason to suppose that the arriving omnibus passengers may have some interest for her. The friendly darkness, at that hour, renders it easy for her to ascertain whether this be so or not; and it is so, for the passenger not to be missed twice arrives among the rest.",,means_and_opportunity,0.2557,0
17:40,17,40,"“They are,” repeated Mr. Crisparkle, without noticing the interruption, “detestable. They violate equally the justice that should belong to Christians, and the restraints that should belong to gentlemen. You assume a great crime to have been committed by one whom I, acquainted with the attendant circumstances, and having numerous reasons on my side, devoutly believe to be innocent of it. Because I differ from you on that vital point, what is your platform resource? Instantly to turn upon me, charging that I have no sense of the enormity of the crime itself, but am its aider and abettor! So, another time—taking me as representing your opponent in other cases—you set up a platform credulity; a",Mr. Crisparkle,means_and_opportunity,0.2556,0
4:42,4,42,"In a suit of coarse flannel with horn buttons, a yellow neckerchief with draggled ends, an old hat more russet-coloured than black, and laced boots of the hue of his stony calling, Durdles leads a hazy, gipsy sort of life, carrying his dinner about with him in a small bundle, and sitting on all manner of tombstones to dine. This dinner of Durdles’s has become quite a Cloisterham institution: not only because of his never appearing in public without it, but because of its having been, on certain renowned occasions, taken into custody along with Durdles (as drunk and incapable), and exhibited before the Bench of justices at the townhall. These occasions, however, have been few and far apart: D",Durdles,means_and_opportunity,0.2522,6
10:31,10,31,"The Reverend Septimus yielded himself up quite as willing a victim to a nauseous medicinal herb-closet, also presided over by the china shepherdess, as to this glorious cupboard. To what amazing infusions of gentian, peppermint, gilliflower, sage, parsley, thyme, rue, rosemary, and dandelion, did his courageous stomach submit itself! In what wonderful wrappers, enclosing layers of dried leaves, would he swathe his rosy and contented face, if his mother suspected him of a toothache! What botanical blotches would he cheerfully stick upon his cheek, or forehead, if the dear old lady convicted him of an imperceptible pimple there! Into this herbaceous penitentiary, situated on an upper staircase",,means_and_opportunity,0.246,0
15:17,15,17,"“As to our being a pack of thieves, Mr. Landless,” said the man, as he spat out some blood, and wiped more from his face; “you know better than that at midday. We wouldn’t have touched you if you hadn’t forced us. We’re going to take you round to the high road, anyhow, and you’ll find help enough against thieves there, if you want it.—Wipe his face, somebody; see how it’s a-trickling down him!”",,means_and_opportunity,0.2457,7
11:97,11,97,"“If anything should be amiss, if anything should be even slightly wrong, between you; if you should have any secret consciousness that you are committing yourself to this step for no higher reason than because you have long been accustomed to look forward to it; then,” said Mr. Grewgious, “I charge you once more, by the living and by the dead, to bring that ring back to me!”",,means_and_opportunity,0.2451,3
18:64,18,64,"“And without betraying, what I call the secrets of the prison-house,” said Mr. Sapsea; “the secrets of the prison-house is the term I used on the bench.”",,means_and_opportunity,0.2421,6
23:117,23,117,"In effect, that Power of Evil is abroad. Having nothing living to stone at the moment, he is discovered by Mr. Datchery in the unholy office of stoning the dead, through the railings of the churchyard. The Imp finds this a relishing and piquing pursuit; firstly, because their resting-place is announced to be sacred; and secondly, because the tall headstones are sufficiently like themselves, on their beat in the dark, to justify the delicious fancy that they are hurt when hit.",Dick Datchery,means_and_opportunity,0.2397,0
12:91,12,91,"Durdles condescends to laugh at this. Continuing to chuckle when his laugh is over, as though remonstrant with himself on his drinking powers, he rolls to the door and unlocks it. They both pass out, and Durdles relocks it, and pockets his key.",Durdles,means_and_opportunity,0.2378,6
17:19,17,19,"“Murder!” proceeded Mr. Honeythunder, in a kind of boisterous reverie, with his platform folding of his arms, and his platform nod of abhorrent reflection after each short sentiment of a word. “Bloodshed! I hold no terms with Cain. I repudiate with a shudder the red hand when it is offered me.”",,means_and_opportunity,0.2373,0
10:30,10,30,"As, whenever the Reverend Septimus fell a-musing, his good mother took it to be an infallible sign that he “wanted support,” the blooming old lady made all haste to the dining-room closet, to produce from it the support embodied in a glass of Constantia and a home-made biscuit. It was a most wonderful closet, worthy of Cloisterham and of Minor Canon Corner. Above it, a portrait of Handel in a flowing wig beamed down at the spectator, with a knowing air of being up to the contents of the closet, and a musical air of intending to combine all its harmonies in one delicious fugue. No common closet with a vulgar door on hinges, openable all at once, and leaving nothing to be disclosed by degrees,",,means_and_opportunity,0.2371,0
23:171,23,171,"‘Gentlemen,’ I said with dignity, ‘I will not remain one of this Club allowing opprobrium to be cast on an unoffending person in his absence. I will not so violate what I call the sacred rites of hospitality. Gentlemen, until you know how to behave yourselves better, I leave you. Gentlemen, until then I withdraw, from this place of meeting, whatever personal qualifications I may have brought into it. Gentlemen, until then you cease to be the Eight Club, and must make the best you can of becoming the Seven.’",,means_and_opportunity,0.2351,7
12:85,12,85,"As Durdles recalls that touching something in his dream, he looks down on the pavement, and sees the key of the crypt door lying close to where he himself lay.",Durdles,means_and_opportunity,0.2344,6
11:91,11,91,"He took a bunch of keys from his pocket, singled out by the candle-light the key he wanted, and then, with a candle in his hand, went to a bureau or escritoire, unlocked it, touched the spring of a little secret drawer, and took from it an ordinary ring-case made for a single ring. With this in his hand, he returned to his chair. As he held it up for the young man to see, his hand trembled.",,means_and_opportunity,0.2327,0
17:27,17,27,"“Or,” said Mr. Honeythunder, shaking his head again, “I might think one of your profession better employed in devoting himself to the discovery and punishment of guilt than in leaving that duty to be undertaken by a layman.”",,means_and_opportunity,0.2305,0
